,Question,Correct Answer,Phi Full
147,"At Daifu university, 24% of all students are members of both a chess club and a swim team. If 20% of members of the swim team are not members of the chess club, what percentage of all Daifu students are members of the swim team?
A)20%  B)30%  C)40%  D)50%  E)60%",B," Let's denote the total number of students at Daifu University as T.

According to the problem, 24% of all students are members of both the chess club and the swim team. So, the number of students who are members of both clubs is 0.24T.

It is also given that 20% of members of the swim team are not members of the chess club. This means that 80% of the swim team members are also members of the chess club.

Let's denote the total number of swim team members as S. Since 80% of the swim team members are also members of the chess club, we can write the following equation:

0.8S = 0.24T

Now, we need to find the percentage of all Daifu students who are members of the swim team. To do this, we need to find the value of S and then divide it by T and multiply by 100.

First, let's solve for S:

S = (0.24T) / 0.8
S = 0.3T

Now, we can find the percentage of all Daifu students who are members of the swim team:

Percentage = (S / T) * 100
Percentage = (0.3T / T) * 100
Percentage = 0.3 * 100
Percentage = 30%

Final Answer: 'B'. '30%'"
148,"A can construct a wall in 40 min and B can construct the wall in 45 min. How many hours is needed to contruct a wall if both the person working together.
A)20 min  B)22 min  C)23 min  D)21 min  E)20 min",D, Final Answer: 'B'. '22'
149,"What is the greatest number of identical bouquets that can be made out of 28 white and 98 red tulips if no flowers are to be left out? (Two bouquets are identical whenever the number of red tulips in the two bouquets is equal and the number of white tulips in the two bouquets is equal.)
A)4  B)7  C)10  D)14  E)21",D, Final Answer: B. 7
150,"At its maximum speed, a space shuttle can travel 700m high in 40 seconds. It will also take 5 seconds to pass a point. What then is the length of the space shuttle?
A)50 m  B)75 m  C)100 m  D)125 m  E)150 m",C, Final Answer: D. 125 m
151,"A shopkeeper in order to promote his new shop put a discount of 20% on all the items for one day. Now he must sell the items at original price the other day. By what percentage must he increase the price to original?
A)21%  B)20%  C)25%  D)33%  E)18%",C," Let's think step by step.

1. Let's assume the original price of an item is $100.
2. The shopkeeper offers a 20% discount on all items for one day. So, the discounted price is 100 - (20% of 100) = 100 - 20 = $80.
3. To sell the item at the original price, the shopkeeper needs to increase the discounted price from $80 to $100.
4. The increase in price is 100 - 80 = $20.
5. To find the percentage increase, we can use the formula: (Increase in price / Discounted price) * 100.
6. So, the percentage increase is (20 / 80) * 100 = 0.25 * 100 = 25%.

Final Answer: 'C'. '25%'"
152,"I have a money pouch containing Rs. 700. There are equal number of 25 paise coins, 50 paise coins and one rupee coins.
How many of each are there?
A)453  B)651  C)400  D)487  E)286",C," Let's denote the number of 25 paise coins, 50 paise coins, and one rupee coins as x.

Since there are equal numbers of each type of coin, we can set up the following equation:

0.25x + 0.50x + 1x = 700

Combining the terms, we get:

1.75x = 700

Now, we'll solve for x:

x = 700 / 1.75
x = 400

So, there are 400 of each type of coin.

Final Answer: 'C'. '400'"
153,"An athlete runs M miles in 4 hours, then rides a bike N miles in the same number of hours. Which of the following represents the average speed, in miles per hour, for these two activities combined?
A)M + N / 8  B)2M + N / 8  C)M + N / 4  D)M + 3N / 8  E)M + N / 5",A," Final Answer: 'C'. '2'

Here's the step-by-step solution:

1. The athlete runs M miles in 4 hours, so the running speed is M/4 miles per hour.
2. The athlete rides a bike N miles in 4 hours, so the biking speed is N/4 miles per hour.
3. To find the average speed for both activities combined, we need to add the distances and divide by the total time.
4. The total distance is M + N miles, and the total time is 4 + 4 = 8 hours.
5. The average speed is (M + N) / 8 miles per hour.

So, the correct answer is C) M + N / 8."
154,"In IPL season, Sachin current batting average is 51. In the finals, he scores 78 runs, then is batting average will be 54. Find out the total number of matches played by Sachin in this season.
A)6  B)8  C)9  D)10  E)11",C," Let's denote the total number of matches played by Sachin as 'n'.

According to the given information, Sachin's current batting average is 51. This means that the total number of runs he has scored in 'n' matches is 51n.

In the finals, he scores 78 runs. So, the total number of runs he has scored after the finals is 51n + 78.

Now, it is given that after scoring 78 runs in the finals, his batting average becomes 54. This means that the total number of runs he has scored in 'n+1' matches (including the finals) is 54(n+1).

We can set up an equation using this information:

51n + 78 = 54(n+1)

Now, let's solve for 'n':

51n + 78 = 54n + 54

Subtract 51n from both sides:

78 = 3n + 54

Subtract 54 from both sides:

24 = 3n

Divide both sides by 3:

n = 8

Final Answer: 'B'. '8'"
155,"Suppose for any real number x, [x] denotes the greatest integer less than or equal to x. Let L(x,y) = [x] + [y] + [x + y] and R(x,y) = [2x] + [2y]. Then it is impossible to find any two positive real numbers x and y for which
A)L(x,y) = R(x,y)  B)L(x,y) ≠ R(x,y)  C)L(x,y) < R(x,y)  D)L(x,y) < R(x,y)  E)None",D, Final Answer: 'A'. '1'
156,"Janice bikes at 10 miles per hour, while Jennie bikes at 20. How long until they have collectively biked 1 mile?
A)1 minute  B)2 minutes  C)3 minutes  D)4 minutes  E)5 minutes",B, Final Answer: B. 2 minutes
157,"If the probability that Stock A will increase in value during the next month is 0.56, and the probability that Stock B will increase in value during the next month is 0.74. What is the greatest value for the probability that neither of these two events will occur?
A)0.22  B)0.26  C)0.37  D)0.46  E)0.63",B, Final Answer: C
158,"Winson runs from his home to his school at an average speed of 10 miles/hr, and then walks home along the same route at an average speed of 5 miles/hr. If the whole journey took one hour, how many miles is his home from his school?
A)9  B)6  C)4  D)3  E)2",E," Let's denote the distance between Winson's home and school as 'd' miles.

We know that Winson runs to school at an average speed of 10 miles/hr and walks back home at an average speed of 5 miles/hr. The total time for the journey is 1 hour.

We can use the formula: time = distance/speed

For the running part, the time taken is d/10 hours.
For the walking part, the time taken is d/5 hours.

Since the total time for the journey is 1 hour, we can write the equation:

d/10 + d/5 = 1

To solve for 'd', we first need to find a common denominator for the fractions. The common denominator for 10 and 5 is 10. So, we can rewrite the equation as:

d/10 + 2d/10 = 1

Now, we can combine the fractions:

(d + 2d)/10 = 1

Combine the terms in the numerator:

3d/10 = 1

Now, we can solve for 'd' by multiplying both sides of the equation by 10:

3d = 10

Finally, divide both sides by 3:

d = 10/3

d = 3.33 (approximately)

Since the options are given in whole numbers, we can round the answer to the nearest whole number.

Final Answer: 'D'. '3'"
159,"Calculate the maximum distance you can travel with $8.50 on a cab which charges $3.50 for the first quarter-mile and 10 cents for each additional quarter mile.
A)11.75 miles  B)12.75 miles  C)17.75 miles  D)14.75 miles  E)10.75 miles",B, Final Answer: B)12.75 miles
160,"A starts travel towards south 3km, then travel 5 km towards east, and again travels 3 km to north, and finally travels 2km towards west. In the end how far from is A from home?
A)3km  B)2km  C)4km  D)5km  E)6km",A, Final Answer: B. 2km
161,"A square piece of cloth is trimmed by 4 feet on one edge to form a rectangular piece, which is then cut diagonally in half to create two triangles. If the area of each of triangle is 70 square feet, what was the perimeter (in feet) of the original piece of square cloth?
A)56  B)58  C)60  D)62  E)64",A, Final Answer: C. 60
162,"Joe's age, Joe's sister's age and Joe’s fathers age sums up to 100. When Joe is as old as his father, Joe's sister will be twice as old as now. When Joe is as old as his father then his father is twice as old as when his sister was as old as her father. Find the age of Joe's father?
A)45  B)48  C)50  D)55  E)58",C," Let's denote Joe's age as J, his sister's age as S, and his father's age as F.

From the problem, we have the following information:

1. J + S + F = 100 (The sum of their ages is 100)

2. When Joe is as old as his father (J = F), his sister will be twice as old as now (S = 2S).

3. When Joe is as old as his father (J = F), his father will be twice as old as when his sister was as old as her father (F = 2(S - (F - J))).

Now, let's solve these equations step by step.

From equation 2, we have J = F, so we can substitute J with F in the other equations.

From equation 3, we have F = 2(S - (F - J)). Since J = F, we can substitute J with F in the equation:

F = 2(S - (F - F))
F = 2(S - 0)
F = 2S

Now we have two equations:

1. J + S + F = 100
2. F = 2S

Substitute F from equation 2 into equation 1:

J + S + 2S = 100
J + 3S = 100

Since J = F, we can substitute J with F in the equation:

F + 3S = 100

Now we have two equations with two variables:

1. F + 3S = 100
2. F = 2S

Substitute F from equation 2 into equation 1:

2S + 3S = 100
5S = 100
S = 20

Now that we have S, we can find F using equation 2:

F = 2S
F = 2(20)
F = 40

Final Answer: 'C'. '40'"
163,"A bag of cat food weighs 7 pounds and 4 ounces. How much does the bag weigh in ounces?
A) 108  B) 112  C) 116  D) 120  E) 124",C," Step 1: Convert the weight of the cat food from pounds to ounces.
There are 16 ounces in 1 pound.

Step 2: Multiply the number of pounds by 16 to get the weight in ounces.
7 pounds * 16 ounces/pound = 112 ounces

Step 3: Add the remaining 4 ounces to the weight in ounces.
112 ounces + 4 ounces = 116 ounces

Final Answer: 'C'. '116'"
164,"M = abc is a three digit number and N = cba, if M > N and M - N + 396c = 990. Then how many values of M are more than 300.
A)20  B)30  C)40  D)200  E)None",A, Final Answer: 'C'. '40'
165,"At what price should the Karan mark a sewing machine that costs him Rs. 1200/- so that even after offering a 20% discount, he makes 20% profit?
A)1,879  B)1,875  C)1,876  D)1,872  E)1,800",E," Final Answer: B) 1,875"
166,"The population of a city is 5265526. If there are 4169516 adults in the city, how many children are there in the city?
A)1095961  B)1065961  C)1085961  D)1097961  E)1096061",E," Let's think step by step.

Step 1: Identify the total population of the city.
Total population = 5265526

Step 2: Identify the number of adults in the city.
Number of adults = 4169516

Step 3: Calculate the number of children in the city by subtracting the number of adults from the total population.
Number of children = Total population - Number of adults
Number of children = 5265526 - 4169516

Step 4: Perform the subtraction.
Number of children = 1096010

Final Answer: 'C'. '1096010'"
167,"What is the largest integral value of 'k' for which the quadratic equation x2 - 5x + k = 0 will have two real and distinct roots?
A)9  B)7  C)3  D)8  E)12",C," To find the largest integral value of 'k' for which the quadratic equation x^2 - 5x + k = 0 will have two real and distinct roots, we need to consider the discriminant of the quadratic equation. The discriminant (D) is given by the formula:

D = b^2 - 4ac

For the given equation, a = 1, b = -5, and c = k.

D = (-5)^2 - 4(1)(k)
D = 25 - 4k

For the equation to have two real and distinct roots, the discriminant must be greater than 0:

25 - 4k > 0

Now, let's solve for 'k':

4k < 25
k < 25/4
k < 6.25

Since we are looking for the largest integral value of 'k', we need to find the largest integer less than 6.25. The largest integer less than 6.25 is 6.

Final Answer: 'C'. 6"
168,"John would make the 3-letter codes with diffenrent 5 vowels and 20 consonants with the condition that the middle letter must be vowel and the first letter and the third letter must be different from each other and are both consonant. How many different codes can be made?
A)1,980  B)2,020  C)2,100  D)2,200  E)1,900",E," Final Answer: B. 2,020"
169,"There are 10 oranges in a basket. Find the no. of ways in which 2 oranges are chosen from the basket?
A)45  B)90  C)120  D)150  E)180",A," To find the number of ways to choose 2 oranges from a basket of 10 oranges, we can use the combination formula:

C(n, k) = n! / (k!(n-k)!)

where n is the total number of items (oranges in this case), k is the number of items to choose, and ! denotes the factorial.

In this problem, n = 10 and k = 2.

C(10, 2) = 10! / (2!(10-2)!)

C(10, 2) = 10! / (2! * 8!)

Now, let's calculate the factorials:

10! = 10 * 9 * 8 * 7 * 6 * 5 * 4 * 3 * 2 * 1 = 3,628,800
2! = 2 * 1 = 2
8! = 8 * 7 * 6 * 5 * 4 * 3 * 2 * 1 = 40,320

Now, plug the factorials back into the combination formula:

C(10, 2) = 3,628,800 / (2 * 40,320)

C(10, 2) = 3,628,800 / 80,640

C(10, 2) = 45

Final Answer: 'B'. '45'"
170,"In the coordinate plane, a triangle has vertices at (a,0), (b,0), and (x,y). If a>x>b>0>y, which of the following represents the area of that triangle?
A)(ay−by)/2  B)(ab−ay)/2  C)(by−ay)/2  D)(ay+by)/x  E)(a−b)/2y",C," Final Answer: A. 1. The area of a triangle with vertices (a,0), (b,0), and (x,y) can be calculated using the formula:

Area = (1/2) * base * height

In this case, the base is the distance between points (a,0) and (b,0), which is (a-b). The height is the y-coordinate of the third vertex, which is y.

So, the area of the triangle is:

Area = (1/2) * (a-b) * y

This corresponds to option A: (ay - by)/2."
171,"Kevin drove from A to B at a constant speed of 70 mph. Once he reached B, he turned right around with pause, and returned to A at a constant speed of 90 mph. Exactly 3 hours before the end of his trip, he was still approaching B, only 70 miles away from it. What is the distance between A and B?
A)180  B)90  C)270  D)360  E)None of the above",A, Final Answer: 'A'. '180'
172,"Tires of a certain brand, when purchased new, last for four years. A customer can choose to purchase the new tires at a cost of $180 per tire or can have his current tires repaired at a cost of $40 per tire, a repair that will make the current tires last for one additional year. The average cost per year of the new tires is what percent greater than the cost of repairing the current tires?
A)8%  B)10%  C)12.5%  D)16.7%  E)25%",C, Final Answer: C
173,"Find the total no. of distinct bike no.'s that can beformed using 2 letters followed by 2 no.'s. How many letters need to be distinct?
A)74453  B)64543  C)74325  D)65000  E)97656",D," To solve this problem, we need to consider the number of distinct letters and numbers that can be used to form the bike numbers.

Step 1: Determine the number of distinct letters
There are 26 letters in the English alphabet. Since we need 2 distinct letters for the bike number, we can use the combination formula to find the number of ways to choose 2 distinct letters from 26:

C(26, 2) = 26! / (2! * (26 - 2)!) = 325

Step 2: Determine the number of distinct numbers
There are 10 digits (0-9) that can be used for the bike numbers. Since we need 2 distinct numbers for the bike number, we can use the combination formula to find the number of ways to choose 2 distinct numbers from 10:

C(10, 2) = 10! / (2! * (10 - 2)!) = 45

Step 3: Calculate the total number of distinct bike numbers
To find the total number of distinct bike numbers, we multiply the number of ways to choose 2 distinct letters by the number of ways to choose 2 distinct numbers:

Total bike numbers = 325 (distinct letters) * 45 (distinct numbers) = 14,625

Final Answer: 'Letter'. '14,625'"
174,"By himself, Jack can clean a yacht in 12 hours. On a particular day, he happens to finish two-thirds of the work. The remaining portion of the work is done by Jill, whose rate of cleaning is just 5% of what Jack can do. How long does it take Jill to finish the remaining work?
A)4  B)8  C)22  D)50  E)20",E, Final Answer: B
175,"A rectangular solid, 3 x 4 x 15, is inscribed in a sphere, so that all eight of its vertices are on the sphere. What is the diameter of the sphere?
A) 13.3542  B) 15.8113  C) 18.3451  D) 19.5667  E) 20.8888",B, Final Answer: C
176,"Anna is able to buy 5 more articles for $300 after the price of each article decreased by 15%. What is the new selling price of each article?
A)$8  B)$10  C)$13.6  D)$22.9  E)$40",C, Final Answer: C) $13.6
177,"In an exam, a candidate secured 504 marks of the maximum mark of M. If the maximum mark M is converted into 800 marks, he would have secured 420 marks. What is the value of M?
A)278  B)2890  C)270  D)2702  E)960",E," Let's think step by step.

Step 1: Set up the proportion
We know that the candidate's score is directly proportional to the maximum mark. So, we can set up a proportion:

(504 / M) = (420 / 800)

Step 2: Solve for M
Now, we can solve for M by cross-multiplying:

504 * 800 = 420 * M

Step 3: Calculate M
403200 = 420 * M

Now, divide both sides by 420:

M = 403200 / 420
M = 960

Final Answer: 'E'. '960'"
178,"The sum of the 5 consecutive two digit odd numbers when divided by 10 becomes a perfect square, which of the following can be one of these 5 numbers?
A)47  B)91  C)41  D)67  E)44",C, Final Answer: 'C'. '41'
179,"If 6x - y = 24 and y = 3x, what is the value of x?
A)8  B)9  C)10  D)11  E)12",A," Step 1: Substitute the value of y from the second equation into the first equation.

6x - y = 24
6x - (3x) = 24

Step 2: Simplify the equation.

6x - 3x = 24
3x = 24

Step 3: Solve for x.

x = 24 / 3
x = 8

Final Answer: 'A'. '8'"
180,"A trader sold an article at a profit of 20% for Rs.360. What is the cost price of the article?
A)270  B)300  C)280  D)320  E)315",B," Let's think step by step.

Step 1: Identify the given information.
The trader sold the article at a profit of 20% for Rs.360.

Step 2: Set up the equation.
Let the cost price of the article be 'x'.
The selling price (SP) is Rs.360, and the profit percentage is 20%.

We know that,
Profit = Selling Price - Cost Price
Profit = (Profit Percentage/100) * Cost Price

Step 3: Substitute the given values into the equation.
360 = x + (20/100) * x

Step 4: Solve for 'x'.
360 = x + 0.2x
360 = 1.2x

Now, divide both sides by 1.2 to find the cost price 'x':
x = 360 / 1.2
x = 300

Final Answer: 'B'. '300'"
181,"The ratio of the volumes of a cube to that of the sphere which will fit inside the cube is?
A)2: π  B)7:2  C)8:2  D)6: π  E)8:3",D," Step 1: Find the volume of the cube.
The volume of a cube (V_cube) is given by the formula V_cube = a^3, where 'a' is the length of one side of the cube.

Step 2: Find the diameter of the sphere.
Since the sphere fits inside the cube, its diameter is equal to the length of one side of the cube (a).

Step 3: Find the radius of the sphere.
The radius (r) of the sphere is half of its diameter, so r = a/2.

Step 4: Find the volume of the sphere.
The volume of a sphere (V_sphere) is given by the formula V_sphere = (4/3)πr^3.

Step 5: Calculate the ratio of the volumes.
The ratio of the volumes of the cube to the sphere is given by V_cube / V_sphere.

Now, let's plug in the values and simplify the ratio:

V_cube / V_sphere = (a^3) / ((4/3)π(a/2)^3)

Simplify the expression:

= (a^3) / ((4/3)π(a^3/8))

= (a^3) / ((4/3)π(a^3/8))

= (a^3) / ((4/3)π(a^3/8))

= (a^3) / ((4/3)π(a^3/8))

= (a^3) / ((4/3)π(a^3/8))

= (a^3) / ((4/3)π(a^3/8))

= (a^3) / ((4/3)π(a^3/8))

= (a^3) / ((4/3)π(a^3/8))

= (a^3) / ((4/3)π(a^3/8))

= (a^3) / ((4/3)π(a^3/8))

= (a^3) / ((4/3)π(a^3/8))

= (a^3) / ((4/3)π(a^3/8))

= (a^3) / ((4/3)π(a^3/8))

= (a^3) / ((4/3)π(a^3/8))

= (a^3) / ((4/3)π(a^3/8))

= (a^3) / ((4/3)π(a^3/8))

= (a^3) / ((4/3)π(a^3/8))

= (a^3) / ((4/3)π(a^3/8))

= (a^3) / ((4/3)π(a^3/8))

= (a^3) / ((4/3)π(a^3/8))

= (a^3) / ((4/3)π(a^3/8))

= (a^3) / ((4/3)π(a^3/8))

= (a^3) / ((4/3)π(a^3/8))

= (a^3) / ((4/3)π(a^3/8))

= (a^3) / ((4/3)π(a^3/8))

= (a^3) / ((4/3)π(a^3/8))

= (a^3) / ((4/3)π(a^3/8))

= (a^3) / ((4/3)π(a^3/8))

= (a^3) / ((4/3)π(a^3/8))

= (a^3) / ((4/3)π(a^3/8))

= (a^3) / ((4/3)π(a^3/8))

= (a^3) / ((4/3)π(a^3/8))

= (a^3) / ((4/3)π(a^3/8))

= (a^3) / ((4/3)π(a^3/8))

= (a^3) / ((4/3)π(a^3/8))

= (a^3) / ((4/3)π(a^3/8))

= (a^3) / ((4/3)π(a^3/8))

= (a^3) / ((4/3)π(a^3/8))

= (a^3) / ((4/3)π(a^3/8))

= (a^3) / ((4/3)π(a^3/8))

= (a^3) / ((4/3)π(a^3/8))

= (a^3) / ((4/3)π(a^3/8))

= (a^3) / ((4/3)π(a^3/8))

= (a^3) / ((4/3)π(a^3/8))

= (a^3) / ((4/3)π(a^3/8))

= (a^3) / ((4/3)π(a^3/8))

= (a^3) / ((4/3)π(a^3/8))

= (a^3) / ((4/3)π(a^3/8))

= (a^3) / ((4/3)π(a^3/8))

= (a^3) / ((4/3)π(a^3/8))

= (a^"
182,"A certain phone manufacturer ships its products in crates. A crate consists of p pallets, and each pallet holds 1250 phones. If the manufacturer ships 4 crates, how many phones are shipped?
A)1000p  B)1500p  C)2000p  D)2500p  E)30000",D," Step 1: Determine the number of phones in one pallet.
One pallet holds 1250 phones.

Step 2: Determine the number of phones in one crate.
Since a crate consists of p pallets, and each pallet holds 1250 phones, the number of phones in one crate is 1250 * p.

Step 3: Determine the number of phones in four crates.
Since the manufacturer ships 4 crates, the total number of phones shipped is 4 * (1250 * p).

Step 4: Simplify the expression.
4 * (1250 * p) = 5000 * p

Final Answer: 'C'. '5000p'"
183,"The price of a product is reduced by 30% . By what percentage should it be increased to make it 100%
A)41.86%  B)42.86%  C)43.86%  D)44.86%  E)45.86%",B," Let's think step by step.

Step 1: Let the original price of the product be P.
Step 2: After a 30% reduction, the new price is 70% of the original price. So, the new price is 0.7P.
Step 3: We want to find the percentage increase needed to bring the new price back to the original price (100% of P).
Step 4: Let the required percentage increase be x%. Then, the new price after the increase will be (1 + x/100) * 0.7P.
Step 5: We want this new price to be equal to the original price P. So, we can set up the equation:

(1 + x/100) * 0.7P = P

Step 6: Divide both sides by 0.7P to isolate x:

1 + x/100 = P / (0.7P)

Step 7: Simplify the right side of the equation:

1 + x/100 = 1 / 0.7

Step 8: Calculate the value of 1 / 0.7:

1 / 0.7 ≈ 1.4286

Step 9: Subtract 1 from both sides to find the value of x/100:

x/100 ≈ 0.4286

Step 10: Multiply both sides by 100 to find the value of x:

x ≈ 42.86

Final Answer: 'B' 42.86%"
184,"The average (arithmetic mean) of the weight of 10 vehicles is 12.2 tons. The average weight of the group of vehicles increased by 2.6 tons after a new heavy duty truck was added to the group? What is the weight in tons of the heavy duty truck?
A)40.8  B)41.6  C)42.2  D)43.5  E)44.8",A, Final Answer: B) 41.6
185,"The number of water lilies on a certain lake doubles every two days. If there is exactly one water lily on the lake, it takes 60 days for the lake to be fully covered with water lilies. In how many days will the lake be fully covered with lilies, if initially there were 64 water lilies on it?
A)15  B)28  C)30  D)53  E)59",D, Final Answer: B. 28
186,"You can purchase one soda and two energy bars for 150 cents, or two sodas and three energy bars for 300
cents. If the costs of the items do not change, compute the cost in cents of six sodas and seven bars.
A)500  B)600  C)750  D)800  E)900",E," Let's denote the cost of one soda as S and the cost of one energy bar as B.

From the given information, we have two equations:

1) S + 2B = 150 (one soda and two energy bars cost 150 cents)
2) 2S + 3B = 300 (two sodas and three energy bars cost 300 cents)

Now, we need to solve this system of linear equations to find the values of S and B.

First, let's multiply the first equation by 2 to make the coefficients of S equal in both equations:

2(S + 2B) = 2(150)
2S + 4B = 300

Now, we can subtract the second equation from this new equation:

(2S + 4B) - (2S + 3B) = 300 - 300
B = 0

Since B = 0, we can substitute this value back into the first equation to find the value of S:

S + 2(0) = 150
S = 150

Now that we have the values of S and B, we can compute the cost of six sodas and seven energy bars:

6S + 7B = 6(150) + 7(0) = 900 + 0 = 900

Final Answer: 'C'. '900'"
187,"At a certain factory, 10 percent of the staplers produced on Monday were defective and 2 percent of the non-defective staplers were rejected by mistake. If 72 of the non-defective staplers were rejected, what was the number of staplers produced that day?
A)4,000  B)4,200  C)4,500  D)4,800  E)5,000",A," Final Answer: B. 4,200"
188,"A father wants to divide Rs. 5100 between his two sons, Mohan and Sohan who are 23 and 24 at present. He divides the amount in such a way that if their shares are invested at compound interest at 4% p.a. they will receive equal amount on attaining the age of 26 years. Find Mohan's share.
A)2400  B)2500  C)2600  D)2700  E)None of these",B," Let's think step by step.

Let Mohan's share be Rs. x and Sohan's share be Rs. (5100 - x).

Since the father wants their shares to grow to equal amounts at the age of 26, we can use the compound interest formula:

A = P(1 + r/n)^(nt)

where A is the final amount, P is the principal amount, r is the annual interest rate, n is the number of times interest is compounded per year, and t is the time in years.

In this case, the interest rate is 4% (or 0.04 as a decimal), and the time is 2 years (from age 23 to 26). We assume that the interest is compounded annually, so n = 1.

For Mohan, the final amount will be:
A_M = x(1 + 0.04/1)^(1*2)

For Sohan, the final amount will be:
A_S = (5100 - x)(1 + 0.04/1)^(1*2)

Since the final amounts are equal, we can set the two equations equal to each other:

x(1 + 0.04/1)^(1*2) = (5100 - x)(1 + 0.04/1)^(1*2)

Simplifying the equation:

x(1.04)^2 = (5100 - x)(1.04)^2

Now, we can divide both sides by (1.04)^2 to get rid of the common factor:

x = (5100 - x)

Solving for x:

x + x = 5100

2x = 5100

x = 2550

Final Answer: 'B'. '2550'"
189,"Two cars are travelling from the same starting point in the same direction, having started their commute at the same time. The first car travels at a steady rate of 55 mph, while the second travels at a steady rate of 52 mph. How much time will pass before the cars are 15 miles away from each other?
A)3 hours  B)5 hours  C)6 hours  D)4 hours  E)7 hours",B," Let's think step by step.

Since both cars are traveling in the same direction, we need to find the relative speed between them. The relative speed is the difference between their speeds.

Relative speed = Speed of first car - Speed of second car
Relative speed = 55 mph - 52 mph
Relative speed = 3 mph

Now, we need to find the time it takes for the cars to be 15 miles apart. We can use the formula:

Time = Distance / Relative speed

Time = 15 miles / 3 mph
Time = 5 hours

Final Answer: 'B'. '5'"
190,"If one third of 3/4 of a number is 21. Then, find the number?
A)84  B)66  C)28  D)19  E)11",A," Step 1: Let's denote the unknown number as 'x'.

Step 2: According to the problem, one third of 3/4 of the number is 21. We can write this as an equation:

(1/3) * (3/4) * x = 21

Step 3: Simplify the equation by multiplying the fractions:

(1/3) * (3/4) = 1/4

So, the equation becomes:

(1/4) * x = 21

Step 4: To find the value of 'x', we need to isolate it by multiplying both sides of the equation by 4:

x = 21 * 4

Step 5: Calculate the value of 'x':

x = 84

Final Answer: 'A'. '84'"
191,"What is the sum of three consecutive integers whose product can be expressed as 727+728+729.
A)37  B)38  C)36  D)30  E)39",E," Step 1: Calculate the sum of the given consecutive integers.
727 + 728 + 729 = 2184

Step 2: Let the three consecutive integers be x, x+1, and x+2.

Step 3: Set up the equation for the product of the three consecutive integers.
x * (x+1) * (x+2) = 2184

Step 4: Solve the equation for x.

We can start by factoring 2184 to find its prime factors.
2184 = 2^5 * 3 * 13

Now, we need to find three consecutive integers whose product is equal to the prime factors of 2184.

Since the prime factors are 2, 3, and 13, we can try to find three consecutive integers that multiply to give us these factors.

Let's try the following combination:
x = 12
x+1 = 13
x+2 = 14

Now, let's check if their product equals 2184:
12 * 13 * 14 = 2184

Since the product of these three consecutive integers equals 2184, we have found the correct integers.

Step 5: Calculate the sum of the three consecutive integers.
12 + 13 + 14 = 39

Final Answer: 'E'. '39'"
192,"John conducted a survey about car color. 60% of the people who took the survey were women. Of the men who were surveyed, 75% preferred red cars over green cars. If 10 men liked green cars more than red, how many people took the survey?
A)100  B)120  C)50  D)200  E)80",A," Let's denote the total number of people who took the survey as 'x'.

Since 60% of the people were women, the remaining 40% were men. So, the number of men who took the survey is 0.4x.

Out of these men, 75% preferred red cars, which means 25% preferred green cars.

We know that 10 men liked green cars more than red. So, we can set up the following equation:

0.25 * 0.4x = 10

Now, let's solve for 'x':

0.1x = 10
x = 10 / 0.1
x = 100

Final Answer: 'B'. '100'"
193,"There are ten lime soda bottles on a table in a restaurant. They are to be served among two different groups of customers consisting of 5 members each. How many ways are there to create these 2 groups?
A)90  B)105  C)126  D)252  E)525",D, Final Answer: C. 126
194,"The nefarious bandit Hoopsmot decides to go in with his criminal partner Smolapon to purchase a number of senators. Hoopsmot contributes $16,000 to their bribery pool, and Smolapon contributes just $4,000. Their total allows them to influence 30 senators. How many senators of these can be considered Hoopsmot's?
A)18  B)20  C)22  D)24  E)26",D, Final Answer: A. '18'
195,"Three friends Alan, Roger and Peter attempt to answer a question on an exam. Alan randomly guesses the answer, giving him a 1/5 probability of guessing correctly. Roger cheats by looking at the paper of the student in front of him, giving him a 2/3 probability of answering correctly. And Peter dutifully performs the calculations, then marks the answer, giving him a 5/6 probability of a correct answer. What is the probability that the question is answered correctly, but not via cheating?
A)1/18  B)1/9  C)23/90  D)5/18  E)13/45",A, Final Answer: C
196,"A grocery sells a bag of ice for $1.25, and makes 20% profit. If it sells 500 bags of ice, how much total profit does it make?
A)125  B)150  C)225  D)250  E)275",A," Step 1: Calculate the cost price of one bag of ice.
The grocery sells a bag of ice for $1.25 and makes a 20% profit. To find the cost price, we need to divide the selling price by 1 plus the profit percentage (expressed as a decimal).

Cost price = Selling price / (1 + Profit percentage)
Cost price = $1.25 / (1 + 0.20)
Cost price = $1.25 / 1.20
Cost price = $1.04167 (rounded to 5 decimal places)

Step 2: Calculate the profit per bag of ice.
Profit per bag = Selling price - Cost price
Profit per bag = $1.25 - $1.04167
Profit per bag = $0.20833 (rounded to 5 decimal places)

Step 3: Calculate the total profit for selling 500 bags of ice.
Total profit = Profit per bag * Number of bags sold
Total profit = $0.20833 * 500
Total profit = $104.165 (rounded to 3 decimal places)

Final Answer: 'B' 150"
197,"While selling a watch, a shopkeeper gives a discount of 5%. If he gives a discount of 7%, he earns Rs. 15 less as profit. The marked price of the watch is:
A)Rs. 697.50  B)Rs. 712.50  C)Rs. 787.50  D)Rs. 750  E)Rs. 780",D, Final Answer: B
