,Question,Correct Answer,Gemma_9B Full
34,"A company contracts to paint 3 houses. Mr.Brown can paint a house in 6 days while Mr.Black would take 8 days and Mr.Blue 12 days. After 8 days Mr.Brown goes on vacation and Mr. Black begins to work for a period of 6 days. How many days will it take Mr.Blue to complete the contract?
A)7  B)8  C)10  D)11  E)12",D,"Here's how to solve the problem step-by-step:

**1. Calculate the work done by each painter:**

* **Mr. Brown:** In 8 days, he paints 8/6 = 4/3 of a house.
* **Mr. Black:** In 6 days, he paints 6/8 = 3/4 of a house.

**2. Calculate the total work done:**

*  The total work done by Mr. Brown and Mr. Black is 4/3 + 3/4 = 25/12 of a house.

**3. Calculate the remaining work:**

* The remaining work is 3 - 25/12 = 11/12 of a house.

**4. Calculate the time taken by Mr. Blue:**

* Mr. Blue takes 12 days to paint one house, so to paint 11/12 of a house, it will take him (12 * 11/12) = **11 days**.



Final Answer: D. 11 
"
35,"There is well of depth 30m and frog is at bottom of the well. He jumps 3m up one day and falls back 2m down the same day. How many days will it take for the frog to come out of the well?
A)25 days  B)26 days  C)27 days  D)28 days  E)29 days",D,"Here's how to solve this problem:

**1. Calculate the net daily progress:**

* The frog jumps 3m up and falls 2m down, making a net progress of 3 - 2 = 1m each day.

**2.  Determine the days to reach 27m:**

*  To reach a height of 27m (27m is the height needed to be above the well), it will take 27 days (27m / 1m/day = 27 days).

**3.  Account for the final day:**

* On the 28th day, the frog will jump 3m, exceeding the well's height and escaping.


**Final Answer: 'D'. 28** 
"
36,"A student instead of finding the value of 7/8 of a number, found the value of 7/18 of the number. If his answer differed from the actual one by 770, find the that number.
A)1584  B)2520  C)1728  D)1656  E)None",A,"Here's how to solve the problem step-by-step:

**1. Define Variables**

* Let 'x' represent the unknown number.

**2. Set Up the Equations**

*  The student found 7/18 of the number, which can be written as (7/18)x.
*  The actual value of 7/8 of the number is (7/8)x.
*  The difference between these two values is 770:  (7/8)x - (7/18)x = 770

**3. Solve for x**

*  Find a common denominator for the fractions: (126/144)x - (56/144)x = 770
*  Simplify: (70/144)x = 770
*  Multiply both sides by (144/70): x = 770 * (144/70)
*  Calculate: x = 1584

**Final Answer: A. 1584** 


"
37,"In how many ways can a teacher in a kindergarten school arrange a group of 3 children (Susan, Tim and Zen) on 3 identical chairs in a straight line so that Susan is on the left of Tim?
A)7  B)3  C)2  D)1  E)6",B,"Here's how to solve this problem:

**1.  Fix Susan's Position:**

* Since Susan must be on the left of Tim, let's place Susan in the first chair.  

**2.  Arrange Tim and Zen:**

* Now we have two remaining spots for Tim and Zen. 
* Tim can go in either of the remaining two chairs.
* Once Tim is placed, Zen automatically takes the last remaining chair.

**3.  Calculate the Possibilities:**

*  There are 2 ways to arrange Tim and Zen.


**Final Answer: B. 2** 
"
38,"Sharon works for 5 hours to earn enough tips to buy an ice cream cake, while Karen works for 4. After how many hours will they be able to buy the cake together?
A)1 hour  B)2 hours  C)3 hours  D)4 hours  E)5 hours",C,"Here's how to solve the problem:

**1. Find the combined work rate:**

* Sharon earns enough for the cake in 5 hours.
* Karen earns enough for the cake in 4 hours.

*  To find their combined work rate, think of it like this:  In one hour, Sharon completes 1/5 of the cake's cost, and Karen completes 1/4 of the cake's cost.

**2. Add their work rates:**

* Combined work rate = (1/5) + (1/4) = 9/20 of the cake's cost per hour.

**3.  Find the time to buy the cake together:**

*  They need to earn the full cost of the cake (which is 1).
*  Divide the total work (1) by their combined work rate (9/20): 1 / (9/20) = 20/9 hours.

**4. Simplify the answer:**

* 20/9 hours is approximately 2.22 hours.


**Final Answer: B. 2** 
"
39,"A hollow cube of size 5cm is taken, with the thickness of 1cm. It is made of smaller cubes of size 1cm .If the outer surface of the cube is painted how many faces of the smaller cubes remain unpainted?
A)438  B)550  C)500  D)450  E)498",A,"Here's how to solve the problem step-by-step:

**1. Visualize the Cube:**

Imagine a hollow cube with an outer dimension of 5 cm and a wall thickness of 1 cm. This means the inner cube has sides of 3 cm (5 cm - 1 cm - 1 cm).

**2. Calculate the Number of Smaller Cubes:**

* **Outer Cube:** The outer cube has 5 cm x 5 cm x 5 cm = 125 smaller cubes.
* **Inner Cube:** The inner cube has 3 cm x 3 cm x 3 cm = 27 smaller cubes.

**3.  Determine the Unpainted Cubes:**

* **Total Unpainted:**  Subtract the inner cube's cubes from the outer cube's cubes: 125 - 27 = 98 cubes.

**4.  Consider the Faces:**

Each smaller cube has 6 faces.  

* **Unpainted Faces:** Multiply the number of unpainted cubes by 6: 98 cubes * 6 faces/cube = 588 faces.


**Final Answer: None of the provided options are correct. The correct answer is 588.** 
"
40,"Points A, B, C, D lie in this order on the circumference of a circle. Minor arc AC is 160°, and minor arc BD is 150°. If B bisects minor arc AC, then what is the measure of minor arc AD?
A)80°  B)130°  C)140°  D)160°  E)220°",B,"Here's how to solve the problem step-by-step:

1. **Understand Bisecting an Arc:**  Since point B bisects minor arc AC, this means that  ∠ABC = ∠ACB = 160°/2 = 80°.

2. **Angles in a Circle:**  The angles formed by chords intersecting at a point on a circle add up to 180°. Therefore, ∠ABC + ∠ABD = 180°.

3. **Solve for ∠ABD:** Substitute the known value of ∠ABC: 80° + ∠ABD = 180°.  Solving for ∠ABD, we get ∠ABD = 100°.

4. **Minor Arc and Central Angle:** The measure of a minor arc is equal to the measure of its central angle.  Since ∠ABD is a central angle for minor arc BD, we know that  m∠ABD = 100°.

5. **Find ∠ADB:**  Again, using the fact that angles in a circle add up to 180°, we have ∠ADB + ∠ABD = 180°. Substituting the value of ∠ABD, we get ∠ADB + 100° = 180°.  Solving for ∠ADB, we find ∠ADB = 80°.

6. **Minor Arc AD:**  Finally, since ∠ADB is the central angle for minor arc AD, we know that m∠AD = 80°.



Final Answer: A. 80"
41,"The sum of k consecutive integers is 51. If the least integer is -50, then k =
A)40  B)62  C)82  D)92  E)102",E,"Here's how to solve the problem step-by-step:

**1. Understand the Concept:**

*  The sum of consecutive integers can be found using the arithmetic series formula: 
   Sum = (n/2) * (first term + last term)
   where 'n' is the number of terms.

**2. Apply the Formula:**

* We know the sum is 51 and the first term is -50.  Let 'k' be the number of consecutive integers.
* The last term is -50 + (k - 1).  
* Substitute these values into the formula: 51 = (k/2) * (-50 + (-50 + (k - 1)))

**3. Solve for k:**

* Simplify the equation: 51 = (k/2) * (-100 + k - 1)
* Further simplification: 51 = (k/2) * (k - 101)
* Multiply both sides by 2: 102 = k(k - 101)
* Expand: 102 = k² - 101k
* Rearrange into a quadratic equation: k² - 101k - 102 = 0

**4. Factor the Quadratic Equation:**

* Find two numbers that multiply to -102 and add up to -101. These numbers are -102 and 1.
* Factor the equation: (k - 102)(k + 1) = 0

**5. Solve for k:**

* This gives us two possible solutions:
    * k - 102 = 0  =>  k = 102
    * k + 1 = 0   =>  k = -1

* Since we're looking for the number of consecutive integers, we discard the negative solution.


**Final Answer: E. 102**"
42,"Mr.Sam takes 17 hours to go by train to a certain city and return by car. He loses 4 hours if he goes both ways by train. How long would he have taken if he had traveled by car in both ways?
A)22 hrs  B)18 hrs  C)16 hrs  D)20 hrs  E)13 hrs",E,"Here's how to solve the problem step-by-step:

**1. Define Variables**

* Let  'x' be the time Mr. Sam takes to travel by train one way.
* Let 'y' be the time Mr. Sam takes to travel by car one way.

**2. Set Up Equations**

* We know: x + y = 17  (Equation 1: Train one way + Car one way = Total time)
* We also know: x + x - 4 = 17 (Equation 2: Train both ways = Total time)

**3. Solve for x**

* Simplify Equation 2: 2x - 4 = 17
* Add 4 to both sides: 2x = 21
* Divide both sides by 2: x = 10.5 hours (This is the time for one-way train travel)

**4. Solve for y**

* Substitute the value of x (10.5) into Equation 1: 10.5 + y = 17
* Subtract 10.5 from both sides: y = 6.5 hours (This is the time for one-way car travel)

**5. Calculate the Time for Both Ways by Car**

* Time for both ways by car: 2 * y = 2 * 6.5 = 13 hours



**Final Answer: E. 13** 
"
43,"Let A and B be independent events with P (A) = 0.2 and P(B) = 0.8. Find P(A/B)?
A)0.2  B)0.4  C)0.6  D)1.2  E)1.5",A,"Here's how to solve the problem step-by-step:

**Understanding Conditional Probability**

P(A/B) represents the probability of event A happening *given* that event B has already occurred.  This is called conditional probability.

**Formula**

The formula for conditional probability is:

P(A/B) = P(A ∩ B) / P(B)

where:

* P(A ∩ B) is the probability of both A and B happening.

**Using Independence**

Since A and B are independent events,  P(A ∩ B) = P(A) * P(B)

**Calculation**

1. **Substitute the given values:**
   P(A/B) = (P(A) * P(B)) / P(B)

2. **Simplify:**
   P(A/B) = P(A) 

3. **Plug in the value of P(A):**
   P(A/B) = 0.2

**Final Answer: A. 0** 


"
44,"A train running at a speed of 100 miles/hour, takes 10 hours to reach its destination. After covering quarter of the distance, it starts raining and the train has to be slowed to speed of 75 miles/hour. What is the total journey duration?
A)10  B)11.5  C)12.5  D)13.5  E)15",C,"Here's how to solve the problem step-by-step:

**1. Calculate the total distance:**

*  Distance = Speed x Time
*  Distance = 100 miles/hour * 10 hours = 1000 miles

**2. Calculate the distance covered at the initial speed:**

*  Distance = (1/4) * 1000 miles = 250 miles

**3. Calculate the time taken to cover the remaining distance:**

*  Remaining distance = 1000 miles - 250 miles = 750 miles
*  Time = Distance / Speed
*  Time = 750 miles / 75 miles/hour = 10 hours

**4. Calculate the total journey duration:**

*  Total time = Time at initial speed + Time at reduced speed
*  Total time = 10 hours + 10 hours = 20 hours


**Final Answer: None of the provided options are correct.** 
"
45,"A jeep travels a certain distance taking 6 hours in the forward journey. During the return journey, it increased its speed by 12km/hr and took 4 hours. What is the distance travelled by the jeep?
A)126km  B)144km  C)127km  D)228km  E)128km",B,"Here's how to solve the problem step-by-step:

**1. Define Variables**

* Let  'x' be the speed of the jeep in the forward journey (in km/hr).
*  The distance traveled is the same in both directions.

**2. Set Up Equations**

*  **Forward journey:** Distance = Speed * Time 
   * Distance = x * 6
*  **Return journey:** Speed = x + 12 (increased by 12 km/hr)
   * Distance = (x + 12) * 4

**3. Equate the Distances**

Since the distance is the same in both journeys:
* x * 6 = (x + 12) * 4

**4. Solve for x**

* 6x = 4x + 48
* 2x = 48
* x = 24 km/hr (This is the speed of the jeep in the forward journey)

**5. Calculate the Distance**

* Distance = x * 6 = 24 * 6 = 144 km


**Final Answer: B. 144** 
"
