,Question,Correct Answer,Ministral 8B
23,"Roberts has a property worth of $1023.65. But in a record his property worth is written as greatest positive even integer less than or equal to his property worth and it is divisible by 100. Find the difference between actual property and recorded property worth?
A)23.65  B)1000  C)35.62  D)2.65  E)1023.65",A,"To solve this problem, we need to find the greatest positive even integer less than or equal to $1023.65 that is also divisible by 100.

1. First, we find the greatest even integer less than or equal to $1023.65. Since $1023.65 is not an even integer, we need to find the even integer just below it. The even integer just below $1023.65 is $1022.

2. Next, we need to check if $1022 is divisible by 100. To do this, we divide $1022 by 100:
   $$ 1022 \div 100 = 10.22 $$
   Since 10.22 is not a whole number, $1022 is not divisible by 100.

3. We need to find the next even integer that is divisible by 100. The next even integer after $1022 is $1024. Let's check if $1024 is divisible by 100:
   $$ 1024 \div 100 = 10.24 $$
   Since 10.24 is not a whole number, $1024 is not divisible by 100.

4. The next even integer after $1024 is $1026. Let's check if $1026 is divisible by 100:
   $$ 1026 \div 100 = 10.26 $$
   Since 10.26 is not a whole number, $1026 is not divisible by 100.

5. The next even integer after $1026 is $1028. Let's check if $1028 is divisible by 100:
   $$ 1028 \div 100 = 10.28 $$
   Since 10.28 is not a whole number, $1028 is not divisible by 100.

6. The next even integer after $1028 is $1030. Let's check if $1030 is divisible by 100:
   $$ 1030 \div 100 = 10.3 $$
   Since 10.3 is not a whole number, $1030 is not divisible by 100.

7. The next even integer after $1030 is $1032. Let's check if $1032 is divisible by 100:
   $$ 1032 \div 100 = 10.32 $$
   Since 10.32 is not a whole number, $1032 is not divisible by 100.

8. The next even integer after $1032 is $1034. Let's check if $1034 is divisible by 100:
   $$ 1034 \div 100 = 10.34 $$
   Since 10.34 is not a whole number, $1034 is not divisible by 100.

9. The next even integer after $1034 is $1036. Let's check if $1036 is divisible by 100:
   $$ 1036 \div 100 = 10.36 $$
   Since 10.36 is not a whole number, $1036 is not divisible by 100.

10. The next even integer after $1036 is $1038. Let's check if $1038 is divisible by 100:
    $$ 1038 \div 100 = 10.38 $$
    Since 10.38 is not a whole number, $1038 is not divisible by 100.

11. The next even integer after $1038 is $1040. Let's check if $1040 is divisible by 100:
    $$ 1040 \div 100 = 10.4 $$
    Since 10.4 is not a whole number, $1040 is not divisible by 100.

12. The next even integer after $1040 is $1042. Let's check if $1042 is divisible by 100:
    $$ 1042 \div 100 = 10.42 $$
    Since 10.42 is not a whole number, $1042 is not divisible by 100.

13. The next even integer after $1042 is $1044. Let's check if $1044 is divisible by 100:
    $$ 1044 \div 100 = 10.44 $$
    Since 10.44 is not a whole number, $1044 is not divisible by 100.

14. The next even integer after $1044 is $1046. Let's check if $1046 is divisible by 100:
    $$ 1046 \div 100 = 10.46 $$
    Since 10.46 is not a whole number, $1046 is not divisible by 100.

15. The next even integer after $1046 is $1048. Let's check if $1048 is divisible by 100:
    $$ 1048 \div 100 = 10.48 $$
    Since 10.48 is not a whole number, $1048 is not divisible by 100.

16"
24,"[5 + ? × 19 - 15 - 7]/[13 × 13 - 156] = 6
A)4  B)4.5  C)5  D)5.5  E)6.5",C,"To solve the equation step by step, we need to isolate the unknown variable represented by the question mark (?). Let's start by simplifying the equation:

\[
\frac{5 + ? \times 19 - 15 - 7}{13 \times 13 - 156} = 6
\]

First, simplify the denominator:

\[
13 \times 13 - 156 = 169 - 156 = 13
\]

Now, the equation becomes:

\[
\frac{5 + ? \times 19 - 15 - 7}{13} = 6
\]

Next, simplify the numerator:

\[
5 + ? \times 19 - 15 - 7 = ? \times 19 - 17
\]

So the equation is now:

\[
\frac{? \times 19 - 17}{13} = 6
\]

To isolate the term with the question mark, multiply both sides by 13:

\[
? \times 19 - 17 = 6 \times 13
\]

Calculate the right side:

\[
6 \times 13 = 78
\]

So the equation is now:

\[
? \times 19 - 17 = 78
\]

Add 17 to both sides to isolate the term with the question mark:

\[
? \times 19 = 78 + 17
\]

Calculate the right side:

\[
78 + 17 = 95
\]

So the equation is now:

\[
? \times 19 = 95
\]

Finally, divide both sides by 19 to solve for the question mark:

\[
? = \frac{95}{19}
\]

Calculate the division:

\[
? = 5
\]

Therefore, the value of the question mark is 5.

Final Answer: C. 5"
25,"Peter wants to find 10 additional people to form a scavenger hunt team with him. If he has 10 friends who would like to participate, how many choices does he have for forming his team?
A)0  B)1  C)2  D)3  E)4",B,Final Answer: 'B'. 1
26,"IF one gallon of soft drink is made of 40% orange juice and 60% water, how many additional gallons of orange juice must be mixed in order to make the orange juice 60% of the soft drink?
A)0.5  B)1  C)1.25  D)1.5  E)2",A,Final Answer: B. 1
27,"Printer A and Printer B can each print 1⁄2 page per second. How long will it take both printers working together to print 100 pages?
A)25 seconds  B)50 seconds  C)100 seconds  D)200 seconds  E)400 seconds",C,Final Answer: B. 50 seconds
28,"Train A leaves a station every 16 minutes and Train B leaves every 17 minutes. If both trains just left the station simultaneously, how long until they do so again?
A)272 minutes  B)304 minutes  C)190 minutes  D)70 minutes  E)35 minutes",A,"To solve this problem, we need to find the least common multiple (LCM) of the two train departure intervals, which are 16 minutes and 17 minutes.

1. **Prime Factorization**:
   - 16 = 2^4
   - 17 is a prime number, so its prime factorization is just 17.

2. **Finding the LCM**:
   - The LCM of two numbers is the product of the highest powers of all prime factors that appear in the factorization of either number.
   - For 16 and 17, the prime factors are 2 and 17.
   - The highest power of 2 is 2^4 (from 16).
   - The highest power of 17 is 17 (from 17).
   - Therefore, LCM(16, 17) = 2^4 * 17 = 16 * 17 = 272.

3. **Conclusion**:
   - The trains will both leave the station again after 272 minutes.

Final Answer: A. 272"
29,"At my favorite fruit stand, an orange costs 18 dollars, a pineapple costs 27 dollars, and a grape costs 15 dollars. Using the same logic, can you tell how much a mango costs?
A)22 dollars  B)15 dollars  C)20 dollars  D)18 dollars  E)10 dollars",B,"To determine the cost of a mango, we need to identify a pattern or rule that applies to the given prices of the fruits. Let's analyze the given prices:

- Orange: 18 dollars
- Pineapple: 27 dollars
- Grape: 15 dollars

We need to find a relationship between these prices. One approach is to look at the difference between the prices of the fruits:

- Difference between Pineapple and Orange: 27 - 18 = 9 dollars
- Difference between Grape and Orange: 15 - 18 = -3 dollars

However, these differences do not seem to follow a consistent pattern. Let's try another approach by looking at the prices themselves:

- Orange: 18
- Pineapple: 27
- Grape: 15

We can see that the prices are not in a simple arithmetic or geometric progression. Therefore, we need to consider other factors or rules that might apply. Since the question does not provide additional information, we can only guess based on the given options.

Given the options:
A) 22 dollars
B) 15 dollars
C) 20 dollars
D) 18 dollars
E) 10 dollars

We need to choose the most logical option based on the information provided. Since the prices of the fruits do not follow a clear pattern, we can only make an educated guess.

Final Answer: 'E'. 10 dollars"
30,"A sporting goods store carries only yellow and white golf balls. At the beginning of the day it had 600 golf balls in stock, and by the end of the day it had sold 80% of its inventory of golf balls. If the store sold an equal number of yellow and white golf balls, and in doing so sold all of its white golf balls, how many yellow golf balls did the store have to begin the day?
A)80  B)120  C)240  D)320  E)360",E,"Let's break down the problem step by step:

1. The store had 600 golf balls at the beginning of the day.
2. By the end of the day, it had sold 80% of its inventory. So, the number of golf balls sold is 80% of 600:
   \[
   0.80 \times 600 = 480
   \]
   Therefore, 480 golf balls were sold.

3. The store sold an equal number of yellow and white golf balls. Since all white golf balls were sold, the number of white golf balls sold is half of the total sold:
   \[
   \frac{480}{2} = 240
   \]
   So, 240 white golf balls were sold.

4. Since the store sold all of its white golf balls, it means it had 240 white golf balls at the beginning of the day.

5. The total number of golf balls at the beginning of the day was 600. If 240 of them were white, then the number of yellow golf balls at the beginning of the day is:
   \[
   600 - 240 = 360
   \]

Final Answer: E. 360"
31,"The average wages of a worker during a fortnight comprising of 15 consecutive working days was $90 per day. During the first 7 days, his average wage was $87 per day and the average wage during the last 7 days was $92 per day. What was his wage on the 8th day?
A)$83  B)$92  C)$90  D)$97  E)$104",D,"To solve this problem, we need to calculate the total wages for the 15 days and then subtract the total wages for the first 7 days and the last 7 days to find the wage on the 8th day.

1. Calculate the total wages for the 15 days:
   Total wages = Average wage per day * Number of days
   Total wages = $90 * 15
   Total wages = $1350

2. Calculate the total wages for the first 7 days:
   Total wages for the first 7 days = Average wage per day * Number of days
   Total wages for the first 7 days = $87 * 7
   Total wages for the first 7 days = $609

3. Calculate the total wages for the last 7 days:
   Total wages for the last 7 days = Average wage per day * Number of days
   Total wages for the last 7 days = $92 * 7
   Total wages for the last 7 days = $644

4. Calculate the wage on the 8th day:
   Wage on the 8th day = Total wages - (Total wages for the first 7 days + Total wages for the last 7 days)
   Wage on the 8th day = $1350 - ($609 + $644)
   Wage on the 8th day = $1350 - $1253
   Wage on the 8th day = $97

Final Answer: D. 97"
32,"A cow is tethered in the middle of a field with a 14 feet long rope. If the cow grazes 10 sq.ft. per day, then approximately what time will be taken by the cow to graze the whole field?
A)51 days  B)61 days  C)71 days  D)81 days  E)91 days",B,"To solve this problem, we need to calculate the area of the field that the cow can graze and then determine how many days it will take for the cow to graze the entire field.

1. **Calculate the area the cow can graze:**
   The cow is tethered in the middle of the field with a 14 feet long rope. This means the cow can graze in a circular area with a radius of 14 feet.

   The area \( A \) of a circle is given by the formula:
   \[
   A = \pi r^2
   \]
   where \( r \) is the radius of the circle.

   Substituting \( r = 14 \) feet:
   \[
   A = \pi (14)^2 = \pi \times 196 = 196\pi \text{ square feet}
   \]

2. **Calculate the total area of the field:**
   Since the cow grazes 10 square feet per day, we need to find out how many days it will take to graze the entire field. However, we don't have the total area of the field directly. We need to assume that the entire field is the area the cow can graze, which is \( 196\pi \) square feet.

3. **Calculate the number of days to graze the entire field:**
   The cow grazes 10 square feet per day. To find out how many days it will take to graze the entire field, we divide the total area by the area grazed per day:
   \[
   \text{Number of days} = \frac{196\pi}{10}
   \]

   Approximating \( \pi \) as 3.14159:
   \[
   \text{Number of days} = \frac{196 \times 3.14159}{10} \approx \frac{615.75144}{10} \approx 61.575144
   \]

   Since the number of days must be a whole number, we round up to the nearest whole number:
   \[
   \text{Number of days} \approx 62
   \]

4. **Choose the correct option:**
   The closest option to 62 days is 61 days.

Final Answer: B. 61 days"
33,"On a test the passing students had an average of 83, while the failing students had an average
of 55. If the overall class average was 76, what percent of the class passed?
A)44%  B)66%  C)68%  D)72%  E)75%",E,"To solve this problem, we can use a weighted average approach. Let's denote the number of passing students as \( P \) and the number of failing students as \( F \). The total number of students in the class is \( P + F \).

The total score for passing students is \( 83P \) and for failing students is \( 55F \). The overall average score is 76, so the total score for the class is \( 76(P + F) \).

We can set up the equation for the total score as follows:

\[ 83P + 55F = 76(P + F) \]

Expanding the right side of the equation, we get:

\[ 83P + 55F = 76P + 76F \]

Now, let's isolate the terms involving \( P \) and \( F \) on one side:

\[ 83P - 76P = 76F - 55F \]

Simplifying both sides, we get:

\[ 7P = 21F \]

Dividing both sides by 7, we find:

\[ P = 3F \]

This means that for every 3 failing students, there is 1 passing student. To find the percentage of passing students, we can use the ratio of passing students to the total number of students:

\[ \text{Percentage of passing students} = \frac{P}{P + F} \times 100\% \]

Substituting \( P = 3F \) into the equation, we get:

\[ \text{Percentage of passing students} = \frac{3F}{3F + F} \times 100\% \]

\[ \text{Percentage of passing students} = \frac{3F}{4F} \times 100\% \]

\[ \text{Percentage of passing students} = \frac{3}{4} \times 100\% \]

\[ \text{Percentage of passing students} = 75\% \]

Final Answer: E. 75%"
